1,287
1.021,284
1.057,279
1.089,274
1.13,268
1.182,263
1.246,253
1.333,242
1.378,237
1.449,228
1.491,224
1.588,212
1.681,203
1.721,198
1.779,192
1.855,186
1.93,177
2.045,168
2.118,161
2.24,150
2.314,145
2.414,136.5
2.509,130
2.602,123
2.702,115
2.794,109
2.937,100
3.076,91
3.218,82
3.352,75
3.418,71
3.502,66
